User name,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
root,2020-11-15T13:24:14Z,iam.amazonaws.com,AttachGroupPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""},{""resourceType"":""AWS::IAM::Group"",""resourceName"":""admin""}]",adf587ad-4c2a-4641-b81a-61b2b991f74e,f1874a0d-02a1-4f1b-b09f-b068e05de26e,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:19:50Z,iam.amazonaws.com,CreateLoginProfile,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""}]",7ec1eea1-02d9-463b-9c8a-d1bf2f9e7fd0,10a2f47d-285b-48a9-bb30-677d4d76b3bd,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:19:50Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/IAMUserChangePassword""}]",69c12aed-2b01-4476-98b5-97c5c494064a,3f27c6f5-b694-47ab-8aae-7db10aaaa752,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:19:50Z,iam.amazonaws.com,CreateAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIATY2JBCZMIINCMAVW""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""}]",7f50c648-e8a9-4e1b-9fa4-b3aa4b75db8c,9b32b13c-fb55-4072-a74e-6c7a5af98724,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:19:49Z,iam.amazonaws.com,CreateUser,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""AIDATY2JBCZMP3TIGJNEJ""},{""resourceType"":""AWS::IAM::User"",""resourceName"":""arn:aws:iam::259461813848:user/Ricky""}]",cca721bc-3887-4ea4-bb1f-5a177a6158d4,3bbf06e2-64ce-4989-a806-70e020285e4d,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:19:49Z,iam.amazonaws.com,AttachUserPolicy,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Ricky""},{""resourceType"":""AWS::IAM::Policy"",""resourceName"":""arn:aws:iam::aws:policy/AdministratorAccess""}]",1a124b47-b1e5-47be-8144-40e1b5f0aba1,5f7947c3-4141-45d4-a13b-c056800637e8,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:15:41Z,iam.amazonaws.com,UpdateAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAIMC3SUYD6FOBQWAQ""}]",e26ce1c0-6370-4866-8b3e-cee5a69493f5,d1382509-f085-487c-afc1-0af9c03f4f4a,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:14:55Z,iam.amazonaws.com,CreateAccessKey,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::AccessKey"",""resourceName"":""AKIAIMC3SUYD6FOBQWAQ""}]",d2c0c509-c4ee-4bc9-b144-f11dc7950f44,796da417-9e79-4b46-9973-458beab1570a,,AwsApiCall,2.59462E+11,
root,2020-11-15T13:14:06Z,iam.amazonaws.com,EnableMFADevice,us-east-1,165.225.77.50,Coral/Netty4,,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""AWS ROOT USER""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::259461813848:mfa/root-account-mfa-device""}]",218e448d-3112-402a-9467-8147bcf907a0,57a8ec69-ee91-4aab-8ff5-3b9c877f503e,FALSE,AwsApiCall,2.59462E+11,
root,2020-11-15T13:12:36Z,iam.amazonaws.com,CreateVirtualMFADevice,us-east-1,165.225.77.50,console.amazonaws.com,,"[{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""arn:aws:iam::259461813848:mfa/root-account-mfa-device""},{""resourceType"":""AWS::IAM::MfaDevice"",""resourceName"":""root-account-mfa-device""}]",6e59cc55-b39a-4726-b1ed-b553cd5b0eb6,2b7e72eb-5cfa-4793-b459-875eebaccb90,,AwsApiCall,2.59462E+11,
root,2020-11-15T12:27:39Z,signin.amazonaws.com,ConsoleLogin,us-east-1,109.24.236.135,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,3300ae9b-3995-4e55-ac8b-4c6e9be736a5,,AwsConsoleSignIn,2.59462E+11,
root,2020-11-15T12:22:46Z,billingconsole.amazonaws.com,AWSPaymentInstrumentGateway.Get,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,1c1b8b91-928f-4309-9dec-bd3bef37a4c3,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:22:46Z,billingconsole.amazonaws.com,GetBillingAddress,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,3c105774-f0ab-41d3-a00f-ef7cbc9bd1b0,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:22:45Z,billingconsole.amazonaws.com,GetDefaultInstrument,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,03d2dac1-13da-4885-9860-1a806753b206,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:22:45Z,billingconsole.amazonaws.com,GetAllPurchaseOrders,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,473a3aee-51c9-4509-9d0f-09851bb1220a,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:22:45Z,billingconsole.amazonaws.com,GetDefaultCurrency,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,78167e69-07b9-43b5-bc5c-f89cf9052355,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:22:45Z,billingconsole.amazonaws.com,AWSPaymentPreferenceGateway.Get,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,95c06eb5-e975-4a44-81f6-cdcff7e92f34,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:22:45Z,billingconsole.amazonaws.com,GetAccountMarketplaceGroup,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,e789be8f-43f3-4b1a-802e-4fec24a0b962,FALSE,AwsConsoleAction,2.59462E+11,
root,2020-11-15T12:17:18Z,signin.amazonaws.com,ConsoleLogin,us-east-1,165.225.77.50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.183 Safari/537.36",,[],,73266dc7-ec1f-4114-9133-06d96a201825,,AwsConsoleSignIn,2.59462E+11,
